tick,population_size,avg_energy,std_energy,avg_age,std_age,births,deaths,deaths_starvation,deaths_natural,avg_S,std_S,min_S,max_S,avg_V,std_V,min_V,max_V,avg_M,std_M,min_M,max_M,avg_IQ,std_IQ,min_IQ,max_IQ,avg_W,std_W,min_W,max_W,avg_R,std_R,min_R,max_R,avg_T0,std_T0,min_T0,max_T0,genetic_diversity,genetic_quality,population_distribution,patch_usage,zone_transitions,Polar_population,Polar_energy_mean,Polar_age_mean,Polar_S_mean,Polar_V_mean,Polar_M_mean,Polar_IQ_mean,Polar_W_mean,Polar_R_mean,Polar_T0_mean,Middle_population,Middle_energy_mean,Middle_age_mean,Middle_S_mean,Middle_V_mean,Middle_M_mean,Middle_IQ_mean,Middle_W_mean,Middle_R_mean,Middle_T0_mean,Equator_population,Equator_energy_mean,Equator_age_mean,Equator_S_mean,Equator_V_mean,Equator_M_mean,Equator_IQ_mean,Equator_W_mean,Equator_R_mean,Equator_T0_mean,avg_lifespan,max_lifespan,reproduction_rate,extinction_probability,avg_death_age,migration_rate
10,499,161.9330661322645,11.84117712768346,11.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2853.9763125434424,0.0471,0,76,165.00526315789475,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,161.34913793103448,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,161.4198952879581,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
11,499,167.25170340681362,13.191980473068188,12.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.046794437494,0.0468,0,76,170.75789473684208,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,231,166.39999999999998,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,166.88854166666667,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
12,499,172.59839679358717,14.615663950032195,13.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.0961674928644,0.0469,0,76,176.3684210526316,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,171.6060344827586,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,172.30366492146598,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
13,499,177.76472945891783,16.06429960878457,14.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.1426658586765,0.0461,0,76,181.92631578947368,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,176.52758620689653,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,177.61151832460735,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
14,499,182.9563126252505,17.57977338007094,15.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.2003277678455,0.0461,0,76,187.44210526315788,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,181.56379310344826,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,182.86282722513087,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
15,499,187.9827655310621,19.141890733733504,16.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.2771104540207,0.0453,0,76,192.53157894736842,16.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,186.5068965517241,16.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,187.96544502617803,16.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
16,499,193.1074148296593,20.76711900080144,17.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.3328232861863,0.0458,0,76,197.81578947368422,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,191.4405172413793,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,193.25863874345546,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
17,499,198.22845691382764,22.432888820330273,18.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.3916391441358,0.0457,0,76,203.1,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,196.3663793103448,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,198.55183246073295,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
18,499,203.26693386773547,24.02217291866909,19.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.419321227866,0.0455,0,76,208.2421052631579,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,201.30603448275863,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,203.66910994764396,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
19,499,208.11583166332662,25.6241378927216,20.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.4450123582683,0.0445,0,76,212.95789473684212,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,206.2396551724138,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,208.4680628272251,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
20,499,213.01603206412827,27.164857735904537,21.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.4691835995,0.0447,0,76,217.81052631578945,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,211.26379310344825,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,213.23664921465968,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
21,499,217.86733466933865,28.68686833040687,22.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.464091362601,0.0444,0,76,222.52105263157893,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,216.22931034482758,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,218.00523560209425,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
22,499,222.71062124248496,30.280713399061074,23.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.4623024964526,0.0444,0,76,227.2315789473684,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,221.14827586206897,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,222.8094240837696,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
23,499,227.4080160320641,31.940787984632394,24.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.448230341549,0.0438,0,76,231.79999999999995,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,225.79999999999995,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,227.613612565445,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
24,499,225.43847695390778,34.137322039037656,25.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.416408067762,0.0434,0,76,236.51052631578946,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,219.40258620689653,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,228.36439790575912,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
25,499,223.40040080160318,36.80563257190015,26.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.345450161848,0.0429,0,76,241.22631578947366,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,212.90862068965512,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,229.05130890052357,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
26,499,221.31743486973946,39.874019002554796,27.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.2994399365525,0.0427,0,76,245.79999999999995,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,206.36465517241376,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,229.73821989528793,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
27,499,219.1871743486974,43.23453765595643,28.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.2447263547433,0.0424,0,76,250.3078947368421,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,199.86293103448273,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,230.27643979057586,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
28,499,217.07863727454907,46.88891752628692,29.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.180307203314,0.0427,0,76,254.88684210526313,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,193.30879310344827,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,230.90680628272247,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
29,499,214.92923847695388,50.69003335816239,30.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.1693348963513,0.0424,0,76,259.3236842105263,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,186.71935344827583,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,231.5298429319371,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
30,499,212.79949899799595,54.678384268025205,31.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.144656336518,0.0425,0,76,263.9026315789473,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,180.17219827586206,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,232.096335078534,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
31,499,210.56236472945892,58.75818338679082,32.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.1248679826713,0.042,0,76,268.6236842105263,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,173.5190517241379,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,232.45445026178004,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
32,499,208.3140280561122,62.98822225272756,33.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.102790057483,0.042,0,76,273.1921052631579,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,166.85732758620688,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,232.85445026178002,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
33,499,206.03925851703403,67.33778696002209,34.0,0.0,0,1,0,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2854.0769054060124,0.0416,0,76,277.75263157894733,34.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232,160.09564655172412,34.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,191,233.30994764397903,34.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9,0.0,0.0,9.0,0
34,497,204.55189134808847,70.63707675745059,35.0,0.0,0,3,2,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2846.3472139106652,0.0415,0,76,282.1947368421052,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,229,154.6047598253275,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,233.390625,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,26.333333333333332,35,0.0,0.0,26.333333333333332,0
35,497,202.31348088531186,75.0814838446919,36.0,0.0,0,3,2,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2846.3486414255995,0.0418,0,76,286.88421052631577,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,229,147.9310043668122,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,233.69999999999996,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,26.333333333333332,35,0.0,0.0,26.333333333333332,0
36,495,200.86340740740738,78.63789438813346,37.0,0.0,0,5,4,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2840.4319058765045,0.0417,0,76,291.4052631578947,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,227,142.4545668135095,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,234.0802083333333,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.6,37,0.0,0.0,30.6,0
37,489,200.73057259713698,80.9877212404762,38.0,0.0,0,11,9,2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2824.0050869662746,0.0413,0,76,295.978947368421,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,221,138.7359728506787,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,234.3864583333333,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,34.63636363636363,38,0.0,0.0,34.63636363636363,0
38,487,199.40655030800818,84.59891159842468,39.0,0.0,0,13,11,2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2827.3122647419955,0.0413,0,76,300.3710526315789,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,219,133.36707762557074,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,234.7677083333333,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,35.30769230769231,39,0.0,0.0,35.30769230769231,0
39,482,199.3355601659751,87.09337603364004,40.0,0.0,0,18,16,2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2825.7876954440158,0.041,0,76,304.76842105263154,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,214,129.7857009345794,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,235.1208333333333,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.611111111111114,40,0.0,0.0,36.611111111111114,0
40,475,200.18407017543856,88.68808991313053,41.0,0.0,0,25,23,2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2829.0162948559814,0.0404,0,76,309.1394736842105,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,207,127.6648953301127,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,235.24062499999994,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37.84,41,0.0,0.0,37.84,0
41,469,200.5983724235963,90.91254535512695,42.0,0.0,0,31,28,3,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2822.371099184191,0.0399,0,76,313.3684210526315,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201,124.66087893864011,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,235.4572916666666,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,38.645161290322584,42,0.0,0.0,38.645161290322584,0
42,465,200.401899641577,93.68009277367482,43.0,0.0,0,35,32,3,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2818.934271675443,0.0398,0,76,317.5973684210526,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,197,120.81565143824028,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,192,235.67083333333326,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,39.142857142857146,43,0.0,0.0,39.142857142857146,0
