tick,population_size,avg_energy,std_energy,avg_age,std_age,births,deaths,deaths_starvation,deaths_natural,avg_S,std_S,min_S,max_S,avg_V,std_V,min_V,max_V,avg_M,std_M,min_M,max_M,avg_IQ,std_IQ,min_IQ,max_IQ,avg_W,std_W,min_W,max_W,avg_R,std_R,min_R,max_R,avg_T0,std_T0,min_T0,max_T0,genetic_diversity,genetic_quality,population_distribution,patch_usage,zone_transitions,Polar_population,Polar_energy_mean,Polar_age_mean,Polar_S_mean,Polar_V_mean,Polar_M_mean,Polar_IQ_mean,Polar_W_mean,Polar_R_mean,Polar_T0_mean,Middle_population,Middle_energy_mean,Middle_age_mean,Middle_S_mean,Middle_V_mean,Middle_M_mean,Middle_IQ_mean,Middle_W_mean,Middle_R_mean,Middle_T0_mean,Equator_population,Equator_energy_mean,Equator_age_mean,Equator_S_mean,Equator_V_mean,Equator_M_mean,Equator_IQ_mean,Equator_W_mean,Equator_R_mean,Equator_T0_mean,avg_lifespan,max_lifespan,reproduction_rate,extinction_probability,avg_death_age,migration_rate
10,500,326.626,73.78854737694732,11.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.5692320937956,0.0432,0,76,327.2171052631579,11.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,232,330.70043103448273,11.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,192,321.46875,11.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
11,500,344.268,80.89241698700813,12.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.3921304029723,0.0409,0,76,345.64473684210526,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,230,349.204347826087,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,194,337.87628865979383,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
12,500,361.868,88.61088830386478,13.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.238630683163,0.0411,0,76,364.9868421052632,13.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,230,366.7369565217391,13.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,194,354.87371134020617,13.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
13,500,379.491,96.50202607026792,14.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.2129023277093,0.041,0,76,383.7368421052632,14.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,230,385.13260869565215,14.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,194,371.13917525773195,14.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
14,500,397.519,104.44855075905394,15.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.0882855632512,0.0414,0,76,403.5394736842105,15.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,230,403.92826086956524,15.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,194,387.5618556701031,15.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
15,500,415.75,112.50758396659312,16.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.0437858237115,0.0417,0,76,424.32894736842104,16.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,230,422.95217391304345,16.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,194,403.85051546391753,16.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
16,500,434.191,120.47994011037687,17.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.1514948588756,0.0419,0,76,445.11842105263156,17.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,441.9188596491228,17.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,196,420.9642857142857,17.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
17,500,451.216,128.49369359622284,18.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.286691341998,0.0402,0,76,464.13157894736844,18.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,230,459.7130434782609,18.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,194,436.08247422680415,18.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
18,500,467.687,136.51904438941844,19.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.269921297526,0.0397,0,76,481.50657894736844,19.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,477.7083333333333,19.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,196,450.6709183673469,19.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
19,500,484.724,144.70091720741328,20.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.410061579358,0.0404,0,76,498.9342105263158,20.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,227,495.49118942731275,20.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,466.83502538071065,20.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
20,500,500.814,152.60926911779202,21.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.761393816811,0.0394,0,76,512.7828947368421,21.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,227,513.1894273127754,21.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,481.93654822335026,21.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
21,500,516.542,160.50466613985608,22.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.9684189969566,0.0389,0,76,527.4473684210526,22.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,227,530.2819383259912,22.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,496.502538071066,22.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
22,500,532.473,168.682478010215,23.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.1057988363614,0.0392,0,76,543.2368421052631,23.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,227,546.9669603524229,23.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,511.61928934010155,23.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
23,500,548.014,176.5939174226187,24.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.1299997749047,0.0386,0,76,559.8157894736842,24.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,227,563.5330396475771,24.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,525.5786802030457,24.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
24,500,554.739,183.87144692873514,25.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.124623723067,0.0393,0,75,575.0133333333333,25.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,573.1513157894736,25.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,525.7106598984772,25.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
25,500,560.87435,191.31167103869845,26.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.242912260546,0.0386,0,75,589.68,26.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,582.0117324561403,26.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,525.4441624365483,26.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
26,500,566.2388000000001,198.70514218166323,27.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.468274696389,0.0375,0,75,603.7466666666666,27.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,589.3679824561403,27.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,525.1903553299493,27.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
27,500,571.6795,206.26328645750314,28.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.791064927443,0.0377,0,75,619.0133333333332,28.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,597.2986842105263,28.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,524.0083756345178,28.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
28,500,577.684,214.2400826204848,29.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.0071543360473,0.0381,0,75,635.3466666666666,29.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,605.2249999999999,29.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,523.8563451776649,29.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
29,500,582.8075,222.00430523016033,30.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.003106042488,0.0371,0,75,650.2799999999999,30.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,612.1140350877193,30.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,523.2017766497462,30.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
30,500,587.6669,229.5900242817738,31.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.0195591720617,0.0368,0,75,663.4133333333332,31.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,619.3559210526316,31.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,522.153807106599,31.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
31,500,592.1876500000001,236.96046651726883,32.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2851.9389525135352,0.0363,0,75,678.3466666666666,32.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,625.1314692982456,32.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,521.2581218274112,32.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
32,500,596.7438000000001,244.77684699505335,33.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.066187632398,0.0358,0,75,694.18,33.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,630.946052631579,33.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,520.0644670050762,33.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
33,500,601.0761,252.90684371648047,34.0,0.0,0,0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2852.0993215377334,0.0354,0,75,709.7133333333333,34.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,636.0517543859648,34.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,197,519.2373096446701,34.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0
34,485,624.2856701030928,241.24765067678513,35.0,0.0,0,15,15,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2856.680998003326,0.0354,0,75,724.5133333333332,35.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,641.1743421052631,35.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,561.8258241758241,35.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,35.0,35,0.0,0.0,35.0,0
35,485,627.9423711340207,248.51972851082263,36.0,0.0,0,15,15,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2856.5901309341693,0.0337,0,75,738.8133333333333,36.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,645.0596491228071,36.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,560.8101648351649,36.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,35.0,35,0.0,0.0,35.0,0
36,485,631.820618556701,255.86695574859138,37.0,0.0,0,15,15,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2856.4832178597403,0.0335,0,75,755.2133333333333,37.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,647.7280701754386,37.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,561.0439560439561,37.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,35.0,35,0.0,0.0,35.0,0
37,485,635.3778350515464,263.3337162293067,38.0,0.0,0,15,15,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2856.5786460065283,0.0331,0,75,771.0133333333332,38.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,650.3078947368422,38.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,560.7804945054945,38.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,35.0,35,0.0,0.0,35.0,0
38,485,638.3736082474226,270.6299599352099,39.0,0.0,0,15,15,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2856.623839281215,0.0323,0,75,785.6133333333332,39.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,652.5837719298246,39.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,559.8961538461539,39.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,35.0,35,0.0,0.0,35.0,0
39,485,641.0649484536083,278.1322410831752,40.0,0.0,0,15,15,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2856.4992998198686,0.0319,0,75,800.2133333333333,40.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,228,654.1989035087719,40.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,559.0282967032966,40.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,35.0,35,0.0,0.0,35.0,0
40,477,655.1754716981133,275.79985815501334,41.0,0.0,0,23,23,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2843.5475911211,0.0325,0,75,816.0133333333332,41.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,220,680.7563636363636,41.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,557.9741758241757,41.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,37.08695652173913,41,0.0,0.0,37.08695652173913,0
41,477,658.3082285115305,283.42065274545666,42.0,0.0,0,23,23,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2843.4274302934305,0.0316,0,75,831.8133333333333,42.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,220,682.9412500000001,42.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,557.0326923076923,42.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,37.08695652173913,41,0.0,0.0,37.08695652173913,0
42,477,661.2160901467504,290.9587202022752,43.0,0.0,0,23,23,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2843.3814115168593,0.0312,0,75,847.3133333333333,43.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,220,685.4007954545456,43.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,555.2934065934065,43.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,37.08695652173913,41,0.0,0.0,37.08695652173913,0
43,477,664.0029350104821,298.46955056934075,44.0,0.0,0,23,23,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,0.0,0,0,5.0,0.0,5,5,5.0,0.0,5,5,5.0,0.0,5,5,0.0,4.285714285714286,2843.4153017552603,0.0309,0,75,860.5866666666666,44.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,220,687.7675,44.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,182,554.2667582417582,44.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,37.08695652173913,41,0.0,0.0,37.08695652173913,0
